Day,Symptoms & Abnormal Findings,Heart / Circulatory,Injury / Physical harm,Digestive,Respiratory,Mental Health,Total Patients
10/26/2020,12,4,3,3,2,2,26
10/27/2020,7,7,1,1,1,5,22
10/28/2020,4,3,1,1,0,1,10
10/29/2020,3,1,5,0,1,1,11
10/30/2020,3,2,1,1,1,1,9
10/31/2020,8,4,5,1,3,2,23
11/1/2020,4,6,5,2,2,1,20
11/2/2020,8,3,4,3,6,3,27
11/3/2020,13,11,8,6,4,1,43
11/4/2020,7,5,1,4,3,1,21
11/5/2020,9,4,4,2,3,2,24
11/6/2020,6,5,1,1,3,1,17
11/7/2020,13,7,4,2,3,2,31
11/8/2020,9,4,3,2,1,1,20
11/9/2020,8,3,3,1,3,1,19
11/10/2020,8,5,2,2,1,3,21
11/11/2020,13,11,5,5,3,3,40
11/12/2020,6,1,3,1,4,3,18
11/13/2020,9,6,6,1,2,3,27
11/14/2020,8,5,4,2,4,2,25
11/15/2020,6,6,5,1,2,0,20
11/16/2020,5,4,2,1,0,2,14
11/17/2020,10,6,1,2,0,1,20
11/18/2020,2,1,0,4,1,0,8
11/19/2020,7,4,0,3,3,1,18
11/20/2020,6,4,3,1,6,1,21
11/21/2020,6,3,1,2,3,0,15
11/22/2020,7,6,3,2,6,4,28
11/23/2020,1,3,3,1,2,2,12
11/24/2020,8,2,1,3,5,1,20
11/25/2020,6,1,3,2,4,5,21
11/26/2020,10,4,4,1,4,3,26
11/27/2020,6,4,3,2,7,0,22
11/28/2020,14,4,3,1,10,0,32
11/29/2020,12,5,9,3,8,3,40
11/30/2020,7,4,3,2,7,0,23
12/1/2020,8,3,2,2,2,0,17
12/2/2020,15,9,3,1,5,2,35
12/3/2020,5,4,5,1,5,1,21
12/4/2020,5,2,1,4,5,1,18
12/5/2020,14,4,8,2,9,2,39
12/6/2020,7,6,5,4,8,2,32
12/7/2020,9,6,5,2,5,1,28
12/8/2020,12,7,1,1,6,3,30
12/9/2020,8,7,4,3,4,2,28
12/10/2020,6,1,3,2,3,2,17
12/11/2020,3,3,1,0,2,0,9
12/12/2020,15,4,4,5,3,3,34
12/13/2020,4,1,2,0,2,1,10
12/14/2020,10,6,3,6,5,2,32
12/15/2020,9,6,1,1,1,2,20
12/16/2020,6,2,2,0,3,2,15
12/17/2020,8,1,1,1,7,1,19
12/18/2020,4,5,4,3,2,2,20
12/19/2020,8,4,4,1,4,2,23
12/20/2020,14,9,1,3,2,1,30
12/21/2020,9,3,2,1,5,2,22
12/22/2020,4,0,2,0,0,0,6
12/23/2020,3,1,0,0,3,1,8
12/24/2020,6,3,5,1,3,1,19
12/25/2020,5,2,5,2,6,1,21
12/26/2020,4,3,2,5,5,1,20
12/27/2020,8,6,1,2,7,1,25
12/28/2020,13,4,3,1,3,3,27
12/29/2020,9,5,3,4,1,0,22
12/30/2020,9,4,2,2,3,0,20
12/31/2020,5,2,8,2,3,2,22
1/1/2021,7,3,4,1,2,3,20
1/2/2021,5,3,1,1,1,1,12
1/3/2021,8,6,2,0,2,3,21
1/4/2021,5,0,1,0,1,3,10
1/5/2021,4,1,1,0,3,1,10
1/6/2021,5,4,1,0,6,0,16
1/7/2021,6,1,2,2,2,1,14
1/8/2021,3,1,3,0,2,3,12
1/9/2021,4,0,3,1,1,2,11
1/10/2021,3,4,1,1,1,2,12
1/11/2021,8,5,1,0,2,2,18
1/12/2021,2,3,1,1,1,2,10
1/13/2021,8,2,4,2,1,2,19
1/14/2021,6,4,0,2,4,2,18
1/15/2021,11,2,6,0,2,3,24
1/16/2021,4,3,2,0,1,2,12
1/17/2021,2,0,2,0,1,2,7
1/18/2021,3,1,4,1,2,1,12
1/19/2021,0,0,3,0,2,2,7
1/20/2021,6,1,1,3,0,4,15
1/21/2021,8,5,3,4,3,0,23
1/22/2021,3,0,2,1,0,0,6
1/23/2021,9,4,0,1,3,0,17
1/24/2021,2,0,0,3,0,0,5
1/25/2021,2,1,1,0,0,1,5
1/26/2021,0,0,2,0,0,0,2
1/27/2021,4,0,2,1,0,2,9
1/28/2021,8,0,2,1,4,1,16
1/29/2021,6,1,1,0,2,2,12
1/30/2021,4,2,3,1,3,2,15
1/31/2021,1,2,1,0,3,1,8
2/1/2021,1,0,0,0,1,0,2
2/2/2021,5,2,0,0,3,3,13
2/3/2021,9,3,4,1,2,1,20
2/4/2021,4,0,10,1,3,3,21
2/5/2021,6,3,10,1,2,0,22
2/6/2021,4,1,0,1,2,0,8
2/7/2021,2,1,0,1,0,0,4
2/8/2021,0,1,1,0,4,0,6
2/9/2021,5,1,2,2,1,0,11
2/10/2021,5,4,5,1,2,2,19
2/11/2021,4,4,3,2,2,3,18
2/12/2021,6,2,0,2,3,2,15
2/13/2021,7,4,3,0,1,1,16
2/14/2021,3,4,3,3,1,0,14
2/15/2021,5,0,0,0,3,0,8
2/16/2021,4,2,1,1,1,1,10
2/17/2021,2,2,0,0,1,1,6
2/18/2021,8,1,1,0,6,4,20
2/19/2021,6,3,2,4,2,1,18
2/20/2021,5,2,2,2,0,0,11
2/21/2021,1,0,1,1,1,2,6
2/22/2021,2,2,1,1,0,1,7
2/23/2021,2,0,5,0,2,0,9
2/24/2021,2,1,1,1,0,0,5
2/25/2021,10,2,1,1,1,3,18
2/26/2021,7,2,2,0,3,1,15
2/27/2021,6,0,0,1,0,3,10
2/28/2021,4,6,2,1,2,1,16
3/1/2021,3,1,3,0,1,0,8
3/2/2021,2,1,3,2,1,0,9
3/3/2021,3,1,3,0,1,3,11
3/4/2021,0,0,0,0,0,0,0
3/5/2021,3,0,2,1,1,1,8
3/6/2021,3,2,2,1,2,0,10
3/7/2021,4,3,0,0,1,1,9
3/8/2021,3,2,0,0,1,0,6
3/9/2021,4,1,0,1,1,1,8
3/10/2021,4,3,3,1,2,2,15
3/11/2021,6,1,5,0,0,0,12
3/12/2021,5,5,5,0,1,3,19
3/13/2021,6,1,3,2,1,2,15
3/14/2021,3,0,1,2,0,3,9
3/15/2021,7,3,1,0,0,2,13
3/16/2021,2,1,3,1,1,1,9
3/17/2021,2,0,1,0,1,2,6
3/18/2021,6,2,5,0,3,1,17
3/19/2021,5,3,1,2,4,4,19
3/20/2021,2,0,3,1,1,0,7
3/21/2021,4,5,3,3,1,0,16
3/22/2021,2,0,3,1,2,0,8
3/23/2021,6,1,5,1,1,2,16
3/24/2021,4,2,1,1,1,2,11
3/25/2021,3,2,2,0,1,0,8
3/26/2021,3,4,1,2,0,1,11
3/27/2021,7,1,2,0,1,1,12
3/28/2021,4,2,1,0,0,1,8
3/29/2021,6,3,4,0,0,2,15
3/30/2021,2,0,0,0,0,1,3
3/31/2021,2,1,1,1,0,1,6
4/1/2021,4,3,5,0,0,2,14
4/2/2021,5,1,4,0,1,4,15
4/3/2021,8,6,1,1,0,2,18
4/4/2021,4,2,1,0,2,1,10
4/5/2021,7,2,3,1,1,3,17
4/6/2021,3,1,0,3,2,1,10
4/7/2021,6,2,2,1,2,1,14
4/8/2021,9,3,0,1,3,0,16
4/9/2021,3,1,1,0,2,3,10
4/10/2021,4,2,3,1,1,0,11
4/11/2021,3,2,2,3,0,1,11
4/12/2021,2,1,2,2,0,1,8
4/13/2021,5,3,2,2,2,0,14
4/14/2021,4,0,4,0,0,3,11
4/15/2021,2,0,2,1,0,0,5
4/16/2021,5,1,2,1,1,0,10
4/17/2021,5,0,0,2,0,2,9
4/18/2021,4,0,0,1,1,2,8
4/19/2021,3,2,4,2,3,1,15
4/20/2021,5,3,3,1,1,1,14
4/21/2021,7,6,5,0,0,4,22
4/22/2021,6,7,4,1,1,1,20
4/23/2021,5,2,3,1,1,0,12
4/24/2021,8,4,2,2,1,1,18
4/25/2021,4,0,0,0,0,2,6
4/26/2021,4,0,1,2,0,1,8
4/27/2021,1,0,3,0,1,2,7
4/28/2021,1,0,0,0,0,1,2
4/29/2021,5,4,0,1,1,1,12
4/30/2021,6,2,1,0,4,1,14
5/1/2021,4,1,3,0,1,1,10
5/2/2021,8,1,0,1,0,3,13
5/3/2021,2,3,2,2,1,0,10
5/4/2021,4,2,1,1,2,2,12
5/5/2021,10,5,3,1,1,0,20
5/6/2021,4,0,3,1,1,2,11
5/7/2021,4,5,2,2,1,0,14
5/8/2021,2,2,0,1,1,2,8
5/9/2021,5,2,3,0,0,3,13
5/10/2021,2,1,2,1,0,2,8
5/11/2021,5,1,4,0,1,1,12
5/12/2021,2,1,2,0,0,0,5
5/13/2021,5,1,1,0,1,3,11
5/14/2021,4,1,2,0,1,0,8
5/15/2021,7,2,1,1,3,2,16
5/16/2021,8,2,3,3,2,1,19
5/17/2021,3,1,3,1,1,1,10
5/18/2021,6,1,2,0,0,1,10
5/19/2021,6,2,2,1,1,0,12
5/20/2021,4,3,3,1,1,2,14
5/21/2021,3,1,1,3,1,3,12
5/22/2021,7,2,4,1,1,0,15
5/23/2021,8,2,3,2,1,1,17
5/24/2021,5,2,3,1,0,2,13
5/25/2021,2,0,5,0,0,1,8
5/26/2021,3,1,4,0,1,0,9
5/27/2021,5,3,3,3,1,1,16
5/28/2021,6,1,3,1,0,0,11
5/29/2021,2,0,1,1,1,0,5
5/30/2021,4,2,4,0,0,4,14
5/31/2021,4,2,4,0,0,2,12
6/1/2021,3,0,4,0,0,1,8
6/2/2021,7,4,3,3,0,1,18
6/3/2021,6,3,2,3,1,0,15
6/4/2021,7,4,0,2,2,1,16
6/5/2021,2,1,2,0,1,1,7
6/6/2021,7,3,1,1,0,2,14
6/7/2021,3,1,2,1,1,0,8
6/8/2021,6,3,3,1,0,0,13
6/9/2021,5,7,2,1,1,2,18
6/10/2021,4,4,1,0,2,0,11
6/11/2021,6,7,0,3,2,3,21
6/12/2021,4,2,1,1,0,1,9
6/13/2021,5,2,6,1,1,1,16
6/14/2021,5,2,1,1,2,2,13
6/15/2021,8,4,5,1,0,1,19
6/16/2021,3,1,1,0,1,0,6
6/17/2021,7,1,0,1,2,2,13
6/18/2021,6,4,2,1,1,1,15
6/19/2021,4,2,3,1,2,0,12
6/20/2021,6,3,3,3,0,3,18
6/21/2021,9,2,7,0,0,2,20
6/22/2021,2,0,1,0,0,1,4
6/23/2021,3,1,3,3,1,1,12
6/24/2021,12,6,6,1,1,4,30
6/25/2021,4,2,4,1,0,2,13
6/26/2021,7,3,3,2,1,1,17
6/27/2021,6,4,1,0,0,2,13
6/28/2021,6,5,4,2,2,1,20
6/29/2021,2,1,1,0,2,1,7
6/30/2021,6,5,6,1,1,1,20
7/1/2021,7,3,6,3,0,2,21
7/2/2021,8,4,2,2,3,3,22
7/3/2021,9,3,2,2,0,5,21
7/4/2021,5,1,6,0,1,2,15
7/5/2021,6,2,4,1,0,0,13
7/6/2021,6,1,2,0,1,3,13
7/7/2021,1,3,2,4,0,4,14
7/8/2021,4,1,0,0,1,2,8
7/9/2021,9,2,3,0,0,2,16
7/10/2021,2,1,3,0,0,1,7
7/11/2021,4,4,2,0,2,4,16
7/12/2021,4,4,3,2,1,1,15
7/13/2021,8,3,1,0,1,1,14
7/14/2021,7,1,4,1,1,1,15
7/15/2021,4,1,2,0,0,1,8
7/16/2021,8,4,4,1,0,3,20
7/17/2021,5,1,2,1,1,1,11
7/18/2021,5,3,4,2,1,1,16
7/19/2021,3,4,3,1,0,1,12
7/20/2021,3,0,4,0,0,2,9
7/21/2021,6,1,2,1,3,0,13
7/22/2021,8,2,2,3,0,2,17
7/23/2021,5,2,1,2,4,1,15
7/24/2021,6,4,3,0,0,3,16
7/25/2021,3,3,4,1,1,3,15
7/26/2021,8,3,2,0,1,2,16
7/27/2021,7,3,5,0,1,5,21
7/28/2021,5,2,1,1,2,1,12
7/29/2021,9,6,6,3,1,3,28
7/30/2021,7,2,2,3,2,2,18
7/31/2021,3,1,2,0,2,1,9
8/1/2021,6,2,3,1,0,2,14
8/2/2021,5,2,3,1,2,0,13
8/3/2021,10,5,1,0,2,1,19
8/4/2021,8,3,2,1,0,1,15
8/5/2021,11,7,0,1,0,1,20
8/6/2021,6,4,3,1,0,0,14
8/7/2021,5,5,4,0,0,1,15
8/8/2021,12,7,2,2,0,2,25
8/9/2021,6,3,4,1,0,3,17
8/10/2021,4,3,4,2,0,1,14
8/11/2021,5,2,4,1,0,2,14
8/12/2021,2,1,0,0,0,1,4
8/13/2021,3,3,2,0,0,0,8
8/14/2021,5,6,4,1,2,0,18
8/15/2021,5,5,4,1,0,3,18
8/16/2021,2,0,2,1,0,0,5
8/17/2021,3,1,5,1,3,1,14
8/18/2021,10,4,5,0,2,2,23
8/19/2021,5,3,2,0,0,1,11
8/20/2021,8,5,2,3,2,1,21
8/21/2021,10,5,2,3,2,3,25
8/22/2021,6,1,1,1,1,2,12
8/23/2021,4,2,1,2,1,1,11
8/24/2021,9,4,1,1,2,1,18
8/25/2021,9,3,4,0,0,2,18
8/26/2021,7,3,1,1,1,1,14
8/27/2021,6,5,4,4,1,4,24
8/28/2021,6,3,0,2,1,0,12
8/29/2021,9,4,2,2,1,0,18
8/30/2021,3,3,0,0,0,1,7
8/31/2021,0,2,2,0,2,2,8
9/1/2021,1,1,5,2,2,2,13
9/2/2021,6,3,2,1,2,2,16
9/3/2021,7,2,2,0,0,4,15
9/4/2021,7,5,6,2,0,1,21
9/5/2021,8,9,2,2,3,2,26
9/6/2021,11,6,4,3,2,1,27
9/7/2021,5,6,5,0,5,2,23
9/8/2021,9,3,4,3,0,1,20
9/9/2021,4,2,1,0,2,1,10
9/10/2021,4,0,1,1,1,1,8
9/11/2021,9,5,1,1,0,1,17
9/12/2021,5,3,1,0,2,1,12
9/13/2021,2,0,1,1,0,0,4
9/14/2021,1,4,6,0,1,3,15
9/15/2021,6,2,4,0,2,2,16
9/16/2021,9,3,6,2,1,0,21
9/17/2021,10,6,0,3,2,1,22
9/18/2021,1,2,1,0,1,2,7
9/19/2021,9,5,4,2,1,1,22
9/20/2021,9,7,1,2,1,2,22
9/21/2021,11,1,3,3,2,5,25
9/22/2021,8,5,3,2,2,4,24
9/23/2021,8,4,5,1,2,2,22
9/24/2021,5,1,1,2,1,3,13
9/25/2021,5,1,4,1,0,3,14
9/26/2021,11,4,5,1,1,4,26
9/27/2021,3,3,2,0,2,2,12
9/28/2021,2,5,0,1,2,2,12
9/29/2021,3,2,0,1,0,1,7
9/30/2021,6,2,6,2,0,2,18
10/1/2021,6,0,1,0,0,1,8
10/2/2021,6,4,0,1,1,1,13
10/3/2021,3,2,3,1,1,1,11
10/4/2021,10,6,4,2,1,1,24
10/5/2021,3,2,2,0,1,0,8
10/6/2021,2,1,3,1,0,0,7
10/7/2021,8,3,0,2,1,3,17
10/8/2021,3,0,0,0,3,2,8
10/9/2021,3,1,2,2,1,2,11
10/10/2021,8,9,2,1,4,1,25
10/11/2021,8,6,3,1,3,6,27
10/12/2021,3,1,2,0,0,1,7
10/13/2021,6,3,2,0,1,2,14
10/14/2021,4,4,1,0,2,1,12
10/15/2021,8,4,3,0,1,0,16
10/16/2021,2,0,4,1,1,1,9
10/17/2021,1,0,1,0,2,1,5
10/18/2021,2,1,2,0,2,2,9
10/19/2021,3,2,2,0,0,0,7
10/20/2021,1,1,7,0,1,0,10
10/21/2021,3,3,2,0,0,1,9
10/22/2021,11,6,1,5,2,3,28
10/23/2021,8,7,2,1,2,1,21
10/24/2021,11,3,0,0,2,4,20
10/25/2021,6,2,2,4,2,4,20
10/26/2021,2,2,4,0,1,1,10
10/27/2021,6,0,0,1,0,1,8
10/28/2021,6,3,2,2,1,1,15
10/29/2021,3,6,1,0,0,0,10
10/30/2021,4,1,0,1,2,1,9
10/31/2021,4,2,3,0,1,2,12
11/1/2021,5,2,6,0,0,5,18
11/2/2021,2,2,4,1,1,2,12
11/3/2021,6,6,2,2,2,2,20
11/4/2021,3,3,3,1,3,0,13
11/5/2021,1,0,1,0,0,0,2
11/6/2021,11,8,2,1,3,2,27
11/7/2021,5,2,1,0,3,0,11
11/8/2021,1,0,1,0,0,3,5
11/9/2021,2,2,0,1,1,1,7
11/10/2021,3,1,2,1,3,2,12
11/11/2021,2,1,2,2,3,1,11
11/12/2021,6,3,1,3,3,3,19
11/13/2021,7,4,1,1,2,2,17
11/14/2021,4,1,1,0,0,0,6
11/15/2021,2,1,1,0,1,0,5
11/16/2021,2,1,3,0,1,0,7
11/17/2021,3,1,0,0,1,2,7
11/18/2021,1,1,0,2,0,2,6
11/19/2021,9,4,1,1,2,2,19
11/20/2021,7,3,1,1,4,2,18
11/21/2021,5,3,0,0,1,1,10
11/22/2021,1,1,2,1,0,1,6
11/23/2021,1,1,3,0,0,3,8
11/24/2021,3,3,0,1,1,6,14
11/25/2021,4,3,1,1,2,2,13
11/26/2021,6,2,3,2,3,1,17
11/27/2021,10,5,2,2,3,1,23
11/28/2021,1,0,1,1,2,1,6
11/29/2021,4,5,3,1,3,1,17
11/30/2021,3,2,1,0,1,1,8
12/1/2021,2,0,3,0,4,0,9
12/2/2021,0,1,0,0,1,0,2
12/3/2021,6,1,3,0,1,3,14
12/4/2021,7,3,2,0,0,3,15
12/5/2021,6,1,2,1,1,3,14
12/6/2021,1,3,6,2,2,2,16
12/7/2021,2,0,2,0,0,2,6
12/8/2021,3,3,2,1,2,0,11
12/9/2021,4,1,4,0,1,0,10
12/10/2021,5,3,0,2,1,1,12
12/11/2021,6,3,5,1,1,2,18
12/12/2021,7,1,2,0,1,4,15
12/13/2021,6,1,3,0,3,1,14
12/14/2021,5,2,3,1,3,4,18
12/15/2021,8,3,3,2,4,2,22
12/16/2021,10,2,7,0,1,2,22
12/17/2021,3,3,0,1,2,0,9
12/18/2021,6,2,1,1,5,0,15
12/19/2021,5,1,2,1,1,2,12
12/20/2021,2,2,0,1,3,1,9
12/21/2021,5,2,2,0,2,1,12
12/22/2021,2,3,3,1,1,0,10
12/23/2021,4,2,1,2,1,0,10
12/24/2021,4,1,1,1,1,0,8
12/25/2021,4,1,1,0,1,0,7
12/26/2021,3,2,1,2,3,0,11
12/27/2021,1,1,0,4,0,0,6
12/28/2021,8,2,2,1,4,0,17
12/29/2021,9,3,1,1,1,1,16
12/30/2021,11,7,3,1,4,2,28
12/31/2021,6,5,2,2,2,1,18
1/1/2022,5,2,4,1,5,2,19
1/2/2022,12,10,4,0,3,2,31
1/3/2022,13,6,4,3,4,1,31
1/4/2022,15,6,5,4,1,4,35
1/5/2022,6,5,1,2,2,2,18
1/6/2022,7,4,3,3,1,0,18
1/7/2022,3,2,4,3,2,0,14
1/8/2022,7,0,1,5,1,0,14
1/9/2022,6,9,4,1,2,4,26
1/10/2022,11,5,3,2,5,1,27
1/11/2022,7,3,2,4,3,1,20
1/12/2022,5,3,4,2,1,4,19
1/13/2022,3,4,5,3,1,1,17
1/14/2022,6,3,1,3,2,1,16
1/15/2022,10,4,5,0,7,0,26
1/16/2022,7,5,4,1,1,5,23
1/17/2022,12,8,1,2,4,3,30
1/18/2022,10,6,3,4,7,0,30
1/19/2022,5,6,3,4,5,0,23
1/20/2022,10,9,6,3,3,2,33
1/21/2022,4,2,0,3,4,0,13
1/22/2022,12,7,5,3,3,0,30
1/23/2022,15,13,6,2,3,0,39
1/24/2022,15,11,6,5,7,3,47
1/25/2022,10,3,9,3,9,0,34
1/26/2022,19,9,7,4,3,3,45
1/27/2022,5,2,3,0,4,1,15
1/28/2022,5,2,1,2,5,1,16
1/29/2022,6,4,2,2,1,2,17
1/30/2022,11,5,5,3,2,2,28
1/31/2022,10,5,3,4,4,0,26
2/1/2022,15,5,3,7,7,2,39
2/2/2022,3,2,2,0,3,2,12
2/3/2022,6,3,2,2,1,2,16
2/4/2022,11,6,1,3,4,2,27
2/5/2022,6,3,2,2,4,0,17
2/6/2022,14,8,6,5,6,3,42
2/7/2022,10,8,4,2,4,2,30
2/8/2022,11,3,2,5,5,0,26
2/9/2022,17,5,3,3,4,3,35
2/10/2022,4,1,2,0,4,1,12
2/11/2022,6,3,1,1,6,3,20
2/12/2022,11,5,5,1,6,2,30
2/13/2022,9,7,2,1,3,1,23
2/14/2022,7,2,1,3,2,1,16
2/15/2022,16,8,5,1,1,2,33
2/16/2022,9,6,2,7,2,1,27
2/17/2022,8,2,1,3,1,1,16
2/18/2022,7,3,4,3,1,3,21
2/19/2022,13,6,2,4,4,1,30
2/20/2022,6,5,1,2,5,2,21
2/21/2022,7,7,1,0,5,0,20
2/22/2022,6,3,5,1,4,2,21
2/23/2022,11,10,2,2,3,2,30
2/24/2022,11,2,3,5,1,3,25
2/25/2022,15,10,3,1,6,5,40
2/26/2022,13,5,1,1,2,4,26
2/27/2022,21,9,4,6,5,4,49
2/28/2022,11,5,1,2,3,2,24
3/1/2022,8,2,3,3,3,2,21
3/2/2022,10,6,4,0,4,1,25
3/3/2022,5,3,1,3,1,1,14
3/4/2022,4,6,4,1,1,3,19
3/5/2022,13,10,4,5,1,2,35
3/6/2022,6,2,1,1,1,4,15
3/7/2022,16,7,5,5,0,2,35
3/8/2022,15,6,3,4,3,2,33
3/9/2022,7,7,2,2,3,1,22
3/10/2022,9,7,4,5,3,1,29
3/11/2022,16,4,5,3,5,2,35
3/12/2022,7,0,3,1,2,2,15
3/13/2022,4,0,4,1,2,0,11
3/14/2022,13,8,2,4,6,1,34
3/15/2022,7,7,2,1,3,2,22
3/16/2022,2,5,5,3,2,2,19
3/17/2022,15,5,3,1,2,2,28
3/18/2022,13,6,2,1,3,2,27
3/19/2022,9,9,6,5,5,3,37
3/20/2022,17,12,8,5,3,1,46
3/21/2022,12,7,0,5,2,0,26
3/22/2022,13,8,7,3,5,0,36
3/23/2022,9,3,5,3,3,0,23
3/24/2022,9,8,2,4,1,1,25
3/25/2022,2,3,6,2,2,3,18
3/26/2022,8,1,3,3,1,0,16
3/27/2022,6,5,2,2,1,1,17
3/28/2022,8,4,3,0,2,4,21
3/29/2022,5,4,1,4,1,0,15
3/30/2022,8,2,1,3,3,0,17
3/31/2022,10,5,5,2,5,1,28
4/1/2022,6,3,0,1,1,1,12
4/2/2022,15,9,2,5,8,2,41
4/3/2022,11,5,2,1,6,1,26
4/4/2022,16,6,3,3,4,3,35
4/5/2022,16,11,8,5,0,0,40
4/6/2022,6,6,3,1,2,3,21
4/7/2022,7,4,3,2,2,2,20
4/8/2022,10,5,1,5,4,3,28
4/9/2022,6,3,2,4,1,4,20
4/10/2022,15,11,2,2,3,1,34
4/11/2022,7,6,3,4,0,2,22
4/12/2022,14,6,3,2,3,1,29
4/13/2022,7,3,4,2,4,1,21
4/14/2022,9,6,5,7,1,3,31
4/15/2022,15,10,6,5,3,1,40
4/16/2022,10,2,2,1,0,2,17
4/17/2022,12,8,3,2,4,1,30
4/18/2022,9,6,3,2,3,1,24
4/19/2022,7,6,1,3,1,1,19
4/20/2022,8,3,3,0,2,2,18
4/21/2022,4,5,1,2,2,2,16
4/22/2022,10,3,4,7,4,0,28
4/23/2022,7,5,1,4,3,1,21
4/24/2022,6,1,2,2,1,4,16
4/25/2022,13,3,7,2,0,2,27
4/26/2022,11,8,1,5,3,1,29
4/27/2022,7,0,3,3,4,4,21
4/28/2022,6,1,0,2,1,1,11
4/29/2022,8,4,4,3,2,1,22
4/30/2022,23,8,5,6,3,5,50
5/1/2022,12,10,2,3,4,0,31
5/2/2022,6,2,3,4,1,0,16
5/3/2022,7,6,4,3,5,0,25
5/4/2022,3,5,1,5,3,1,18
5/5/2022,6,3,7,0,1,3,20
5/6/2022,9,5,8,3,1,0,26
5/7/2022,13,10,9,9,4,3,48
5/8/2022,9,6,8,3,7,1,34
5/9/2022,7,1,2,2,5,0,17
5/10/2022,17,16,8,6,4,1,52
5/11/2022,8,9,6,0,4,1,28
5/12/2022,12,8,6,2,2,0,30
5/13/2022,8,6,7,1,6,1,29
5/14/2022,7,4,6,4,0,2,23
5/15/2022,6,2,2,1,0,0,11
5/16/2022,7,8,3,4,4,0,26
5/17/2022,13,9,1,4,1,1,29
5/18/2022,9,9,3,2,1,3,27
5/19/2022,4,2,3,2,1,2,14
5/20/2022,12,10,3,4,6,0,35
5/21/2022,14,9,0,4,3,2,32
5/22/2022,15,12,3,5,2,1,38
5/23/2022,15,11,5,5,3,0,39
5/24/2022,11,4,6,0,1,5,27
5/25/2022,9,4,3,3,1,2,22
5/26/2022,5,2,4,1,1,0,13
5/27/2022,9,9,4,3,3,3,31
5/28/2022,7,2,1,1,2,1,14
5/29/2022,8,4,5,2,0,1,20
5/30/2022,9,7,4,4,0,0,24
5/31/2022,7,6,3,2,2,1,21
6/1/2022,10,1,4,2,0,1,18
6/2/2022,4,4,3,1,4,1,17
6/3/2022,15,12,8,2,4,1,42
6/4/2022,16,13,5,4,4,2,44
6/5/2022,10,3,1,1,4,1,20
6/6/2022,6,6,4,1,0,2,19
6/7/2022,9,2,2,3,2,1,19
6/8/2022,13,7,3,3,5,2,33
6/9/2022,3,2,1,3,3,1,13
6/10/2022,17,10,6,1,4,4,42
6/11/2022,8,4,3,2,1,1,19
6/12/2022,8,8,1,3,0,0,20
6/13/2022,9,6,1,1,2,2,21
6/14/2022,8,5,6,1,2,0,22
6/15/2022,6,2,4,3,2,1,18
6/16/2022,11,2,6,3,2,5,29
6/17/2022,18,7,4,6,5,5,45
6/18/2022,9,5,2,2,4,3,25
6/19/2022,8,5,3,0,3,2,21
6/20/2022,9,5,5,5,1,2,27
6/21/2022,4,2,0,0,1,2,9
6/22/2022,5,1,2,0,0,1,9
6/23/2022,6,2,2,2,0,3,15
6/24/2022,11,7,4,4,1,0,27
6/25/2022,14,8,5,1,1,2,31
6/26/2022,8,7,0,2,1,1,19
6/27/2022,4,1,4,2,0,2,13
6/28/2022,4,3,1,2,2,1,13
6/29/2022,5,3,3,0,0,1,12
6/30/2022,7,1,4,2,1,2,17
7/1/2022,9,5,4,2,0,3,23
7/2/2022,13,6,1,6,0,2,28
7/3/2022,12,2,1,0,3,1,19
7/4/2022,8,3,3,4,1,1,20
7/5/2022,6,4,6,5,3,1,25
7/6/2022,24,12,2,6,3,3,50
7/7/2022,9,5,5,2,2,2,25
7/8/2022,21,11,6,7,2,1,48
7/9/2022,5,5,4,4,1,2,21
7/10/2022,17,7,4,7,1,0,36
7/11/2022,12,5,3,1,2,4,27
7/12/2022,9,5,3,0,1,0,18
7/13/2022,9,5,2,4,2,2,24
7/14/2022,4,6,1,3,2,0,16
7/15/2022,6,5,2,2,0,2,17
7/16/2022,6,3,3,2,3,0,17
7/17/2022,9,5,1,2,0,2,19
7/18/2022,20,14,8,3,4,4,53
7/19/2022,9,5,2,4,0,4,24
7/20/2022,6,6,2,2,3,1,20
7/21/2022,9,5,2,3,2,1,22
7/22/2022,8,6,2,5,1,3,25
7/23/2022,7,10,2,1,0,4,24
7/24/2022,5,0,4,0,0,2,11
7/25/2022,7,3,1,1,1,1,14
7/26/2022,8,2,3,2,1,4,20
7/27/2022,3,1,2,4,2,1,13
7/28/2022,6,3,1,1,1,1,13
7/29/2022,11,4,3,4,1,0,23
7/30/2022,8,4,6,6,1,3,28
7/31/2022,4,2,3,3,1,0,13
8/1/2022,10,6,5,1,2,0,24
8/2/2022,4,4,1,1,2,0,12
8/3/2022,7,2,3,2,0,3,17
8/4/2022,9,2,2,3,1,2,19
8/5/2022,14,5,5,5,0,3,32
8/6/2022,5,4,2,1,3,0,15
8/7/2022,4,5,5,3,1,0,18
8/8/2022,10,3,6,4,3,2,28
8/9/2022,5,2,2,1,0,0,10
8/10/2022,8,3,3,5,2,1,22
8/11/2022,9,5,5,3,1,1,24
8/12/2022,8,6,1,2,1,1,19
8/13/2022,9,5,7,1,1,1,24
8/14/2022,15,12,3,2,4,0,36
8/15/2022,9,4,5,1,0,2,21
8/16/2022,4,6,2,0,1,2,15
8/17/2022,4,1,0,1,0,0,6
8/18/2022,3,2,0,1,0,0,6
8/19/2022,12,4,4,1,4,1,26
